privName,PrivCount
com.imagineroom.taxi.client.permission.C2D_MESSAGE,1
com.imagineroom.taxi.client.permission.MAPS_RECEIVE,1
com.imagineroom.taxi.permission.C2D_MESSAGE,1
com.imagineroom.taxi.permission.MAPS_RECEIVE,1
com.imaxweb.permission.C2D_MESSAGE,1
com.imbc.imnews.mbcnews.permission.C2D_MESSAGE,1
com.imd.m.s.kothariacademy.permission.C2D_MESSAGE,1
com.imediapp.appgratisv3.permission.C2D_MESSAGE,1
com.imob.photnandnews.permission.C2D_MESSAGE,1
com.imoves.coretic.permission.C2D_MESSAGE,1
com.imoves.superrepuestos.permission.C2D_MESSAGE,1
com.impactfactors.tfcmcallen.permission.C2D_MESSAGE,1
com.ims.services.SEND_Forecast_NOTIFICATIONS,1
com.ims.services.SEND_LOCATION_NOTIFICATIONS,1
com.incisivebookshelf.permission.C2D_MESSAGE,1
com.incombine.app.bapul.permission.C2D_MESSAGE,1
com.incomms.android.qrnumberone.permission.C2D_MESSAGE,1
com.incomms.android.qrnumberonehd.permission.C2D_MESSAGE,1
com.incrediapp.memorycoin.mmc.price.ticker.widget.permission.C2D_MESSAGE,1
com.incrediapp.poker.texas.holdem.calculator.iq.test.permission.C2D_MESSAGE,1
com.incrediapp.poker.texas.holdem.calculator.iq.test.play.with.friends.permission.C2D_MESSAGE,1
com.incrediapp.press.it.macro.creator.time.saver.permission.C2D_MESSAGE,1
com.increibleapps.app_22304_22709.permission.C2D_MESSAGE,1
com.increibleapps.app_22304_22709.permission.MAPS_RECEIVE,1
com.increibleapps.app_22861_27079.permission.C2D_MESSAGE,1
com.increibleapps.app_22861_27079.permission.MAPS_RECEIVE,1
com.increibleapps.app_23889_24246.permission.C2D_MESSAGE,1
com.increibleapps.app_23889_24246.permission.MAPS_RECEIVE,1
com.india.result.permission.C2D_MESSAGE,1
com.indian.music.permission.C2D_MESSAGE,1
com.indianexpress.indianews.permission.C2D_MESSAGE,1
com.indianwebs.tablas_surf_pukas_tienda_skate_baratas.permission.C2D_MESSAGE,1
com.indianwebs.tablas_surf_pukas_tienda_skate_baratas.permission.MAPS_RECEIVE,1
com.indiatoday.permission.C2D_MESSAGE,1
com.indieappcartel.briansblog.permission.C2D_MESSAGE,1
com.indomobileapps.kbn.permission.C2D_MESSAGE,1
com.indomobileapps.kbn.permission.MAPS_RECEIVE,1
com.indymobiledesigns.com.deepsleep.permission.C2D_MESSAGE,1
com.infanfdev.edwardlyrics.permission.C2D_MESSAGE,1
com.infinum.beeone.permission.MAPS_RECEIVE,1
com.infoart.kissradio.permission.C2D_MESSAGE,1
com.infoavisos.cgn.permission.C2D_MESSAGE,1
com.infobca.permission.C2D_MESSAGE,1
com.inforus.smsplusNEW.permission.C2D_MESSAGE,1
com.infothinker.gzmetro.permission.JPUSH_MESSAGE,1
com.inhou.pagefun.permission.C2D_MESSAGE,1
com.ini3.app.i3play.permission.C2D_MESSAGE,1
com.initialcoms.ridi.permission.C2D_MESSAGE,1
com.innoflame.qhadath.permission.C2D_MESSAGE,1
com.innova.lct.permission.C2D_MESSAGE,1
com.innovation.truyenngantinhyeu.permission.C2D_MESSAGE,1
com.innovation.xuphatgiaothong.permission.C2D_MESSAGE,1
com.innovationdroid.myremotephone.permission.C2D_MESSAGE,1
com.innovationdroid.myremotephone.permission.MAPS_RECEIVE,1
com.innovattic.consumentenbond.permission.C2D_MESSAGE,1
com.innowil.mobiledge.insurance.stephentsai.permission.C2D_MESSAGE,1
com.inphosoft.gomall.android.centralpark.permission.C2D_MESSAGE,1
com.inphosoft.gomall.android.kelapagading3.permission.C2D_MESSAGE,1
com.inphosoft.gomall.android.mta.permission.C2D_MESSAGE,1
com.inproject.intrasaas.com.offer.farma394.permission.C2D_MESSAGE,1
com.insightmobile.iehf2014.permission.C2D_MESSAGE,1
com.insightmobile.iehf2014.permission.MAPS_RECEIVE,1
com.insightmobile.migration2013.permission.C2D_MESSAGE,1
com.insilico.FrongeTaxi.permission.C2D_MESSAGE,1
com.instantencore.centertix_5173125.permission.C2D_MESSAGE,1
com.instantencore.ctgmobile_5171637.permission.C2D_MESSAGE,1
com.instantencore.cupresents_5141878.permission.C2D_MESSAGE,1
com.instantencore.cyso_5150579.permission.C2D_MESSAGE,1
com.instantencore.granadatix_5175491.permission.C2D_MESSAGE,1
com.instantencore.secrest_5179177.permission.C2D_MESSAGE,1
com.instantencore.spoletousa_5120221.permission.C2D_MESSAGE,1
com.instantencore.symphoria_5175626.permission.C2D_MESSAGE,1
com.instantencore.threedtshows_5176397.permission.C2D_MESSAGE,1
com.instantencore.touhillpac_5147432.permission.C2D_MESSAGE,1
com.instantencore.wsotogo_5103723.permission.C2D_MESSAGE,1
com.instanza.cocovoice.permission.C2D_MESSAGE,1
com.intangibleobject.securesettings.permission.INTERNAL,1
com.intangibleobject.securesettings.permission.WRITE_SECURE_SETTINGS,1
com.interactive1.gluume.permission.C2D_MESSAGE,1
com.interactivemotion.kyusho.healing.permission.C2D_MESSAGE,1
com.interiberica.HorasdePlacer.permission.C2D_MESSAGE,1
com.intermaps.izillertalarena.permission.C2D_MESSAGE,1
com.intermountain.app.permission.C2D_MESSAGE,1
com.internetconsult.android.norfolk.permission.C2D_MESSAGE,1
com.internetconsult.android.wju.permission.C2D_MESSAGE,1
com.interpark.app.ticket.permission.C2D_MESSAGE,1
com.interpark.tome.permission.C2D_MESSAGE,1
com.interrait.mymazda.permission.C2D_MESSAGE,1
com.intersave.wog.permission.C2D_MESSAGE,1
com.intertel.myenel.permission.C2D_MESSAGE,1
com.inthepaprika.android.diagnosebloodtypeb.permission.C2D_MESSAGE,1
com.inthepaprika.android.diagnosebloodtypeo.permission.C2D_MESSAGE,1
com.intigram.ollehpub.permission.C2D_MESSAGE,1
com.intrac.app.pageway.permission.C2D_MESSAGE,1
com.iobit.mobilecare.permission.C2D_MESSAGE,1
com.ione.mhankooksna.permission.C2D_MESSAGE,1
com.ipcrea.plusoumoinsgeek.permission.C2D_MESSAGE,1
com.ipcrea.synergie.permission.C2D_MESSAGE,1
com.iphonease.ledflashlight.button.permission.C2D_MESSAGE,1
com.iplanet.mountainlove.READ_TRACK_DATA,1
com.iplanet.mountainlove.TRACK_NOTIFICATIONS,1
com.iplanet.mountainlove.WRITE_TRACK_DATA,1
com.iplanet.mountainlove.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_09_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_10_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_14_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_15_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_16_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_25_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_26_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_28_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_31_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_33_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_35_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_36_n.permission.C2D_MESSAGE,1
com.ipmsoft.ipmsoft_01_41_n.permission.C2D_MESSAGE,1
com.ipointapps.bdtv.permission.C2D_MESSAGE,1
com.ipop.call.permission.C2D_MESSAGE,1
com.iptecno.emsevipro.permission.C2D_MESSAGE,1
com.iptecno.grupodj.permission.C2D_MESSAGE,1
com.iptecno.grupoeber.permission.C2D_MESSAGE,1
com.iptecno.inv.permission.C2D_MESSAGE,1
com.iptecno.ivs.permission.C2D_MESSAGE,1
com.iptecno.jalsor.permission.C2D_MESSAGE,1
com.iptecno.josban.permission.C2D_MESSAGE,1
com.iptecno.lip.permission.C2D_MESSAGE,1
com.iptecno.prsvideo.permission.C2D_MESSAGE,1
com.iptecno.rodych.permission.C2D_MESSAGE,1
com.iptecno.segurija.permission.C2D_MESSAGE,1
com.iptecno.segurvip.permission.C2D_MESSAGE,1
com.iptecno.tecnomarbell.permission.C2D_MESSAGE,1
com.iptecno.tressat.permission.C2D_MESSAGE,1
com.iptecno.visegur.permission.C2D_MESSAGE,1
com.ipvone.dial25.permission.C2D_MESSAGE,1
com.iqtestz.preparationzz.permission.C2D_MESSAGE,1
com.ischoolbox.pontotoctech.permission.C2D_MESSAGE,1
com.ischoolbox.pontotoctech.permission.MAPS_RECEIVE,1
com.iseradio.ISERadioApp.permission.C2D_MESSAGE,1
com.isharing.isharingtalk.permission.C2D_MESSAGE,1
com.ishihata_tech.android.NetMJ3.permission.C2D_MESSAGE,1
com.ismail.localization.permission.MAPS_RECEIVE,1
com.isone.aplus.teacher.permission.C2D_MESSAGE,1
com.ispace.p2m.cdphp.ACCESS_PERMISSION,1
com.ispeedwordgame.permission.C2D_MESSAGE,1
com.issess.flashplayer.permission.C2D_MESSAGE,1
com.istagram.permission.C2D_MESSAGE,1
com.istakibim.permission.C2D_MESSAGE,1
com.istep.counter.START_UP,1
com.istesosyal.permission.C2D_MESSAGE,1
com.itaxi.suntec.permission.C2D_MESSAGE,1
com.itaxiworld.itaxidriver.permission.C2D_MESSAGE,1
com.itbenefit.android.calendar.permission.ACCESS_KEY_APP,1
com.iterative.spacejump.permission.C2D_MESSAGE,1
com.itforyou.keunteo.permission.C2D_MESSAGE,1
com.itopways.fourpicsoneword.permission.C2D_MESSAGE,1
com.its2u.sarawakradio.permission.C2D_MESSAGE,1
com.its2u.thaichannel.permission.C2D_MESSAGE,1
com.itsrealgames.squirrels.permission.C2D_MESSAGE,1
com.ituran.android.activity.permission.MAPS_RECEIVE,1
com.itworlds1.main.permission.C2D_MESSAGE,1
com.iumi.app2013.permission.C2D_MESSAGE,1
com.ivm.virtuemart.permission.MAPS_RECEIVE,1
com.ivomen.atomicrss.NHLvideo.permission.C2D_MESSAGE,1
com.iwindy.amm.company.u00433.permission.C2D_MESSAGE,1
com.iwindy.amm.company.u00433.permission.MAPS_RECEIVE,1
com.iwindy.amm.company.u00742.permission.C2D_MESSAGE,1
com.iwindy.amm.company.u00742.permission.MAPS_RECEIVE,1
com.ixcys.biennale2014.permission.MAPS_RECEIVE,1
com.iyanagames.DTRXtreme.permission.C2D_MESSAGE,1
com.iyanagames.grandridenxg.permission.C2D_MESSAGE,1
com.iyanagames.santaskyride.permission.C2D_MESSAGE,1
com.jackhenry.CITBank.permission.MAPS_RECEIVE,1
com.jackhenry.RepublicBankandTrustNorman.permission.MAPS_RECEIVE,1
com.jackhenry.cibmbankil.permission.MAPS_RECEIVE,1
com.jackhenry.firstnationalbankandtrustks.permission.MAPS_RECEIVE,1
com.jackhenry.firstnationalbankatparisar.permission.MAPS_RECEIVE,1
com.jackhenry.firststatebankoh.permission.MAPS_RECEIVE,1
com.jackhenry.lindellbankandtrust.permission.MAPS_RECEIVE,1
com.jackhenry.newbankny.permission.MAPS_RECEIVE,1
com.jackhenry.regentbankok.permission.MAPS_RECEIVE,1
com.jackrusselapps.fvnp.permission.C2D_MESSAGE,1
com.jacobsmedia.KYGO_Comedy103.permission.C2D_MESSAGE,1
com.jacobsmedia.WBT.permission.C2D_MESSAGE,1
com.jacobsmedia.WCSX.permission.C2D_MESSAGE,1
com.jacobsmedia.WLNK.permission.C2D_MESSAGE,1
com.jacobsmedia.WMJX.permission.C2D_MESSAGE,1
com.jacobsmedia.WTKKv3.permission.C2D_MESSAGE,1
com.jacobsmedia.now965.permission.C2D_MESSAGE,1
com.jacobsmedia.podcastone.permission.C2D_MESSAGE,1
com.jacobsmedia.podcastone.permission.UA_DATA,1
com.jacobsmedia.sparts.permission.C2D_MESSAGE,1
com.jacobsmedia.wmhk.permission.C2D_MESSAGE,1
com.jagplay.client.android.app.texaspoker.permission.C2D_MESSAGE,1
com.jahjahapps.wolfpack.permission.C2D_MESSAGE,1
com.jalimatch.permission.C2D_MESSAGE,1
com.jamescontrols.addmcosmetics.permission.C2D_MESSAGE,1
com.jamescontrols.addmfashioncn.permission.C2D_MESSAGE,1
com.jamescontrols.addmfashionkr.permission.C2D_MESSAGE,1
com.jamesferns2908yahoo.co.in.jamesferns2908.elearninginfo.permission.C2D_MESSAGE,1
com.jandus.radio.app.permission.C2D_MESSAGE,1
com.jang.starWarz.permission.C2D_MESSAGE,1
com.jareymobile.tracker.permission.Receiver,1
com.javapapers.android.maps.marker.permission.MAPS_RECEIVE,1
com.jayathasoft.permission.C2D_MESSAGE,1
com.jb.gokeyboard.setting,1
com.jb.gokeyboard.theme.tmekeyboardforhtcdesire500.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.tmekeyboardthemeforandroid.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.tmeshoppingkeyboard.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.tmesteampunkkeyboardgo.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.tmetoreadorkeyboard.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.tmexplodingkeyboard.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.twamericankeyboard.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.twcrackedscreenkeyboard.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.twkeyboard2014.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.twkeyboardglow.permission.C2D_MESSAGE,1
com.jb.gokeyboard.theme.twlabyrinthkeyboard.permission.C2D_MESSAGE,1
com.jb.gosms.permission.provider.CUSTOM_PREFERENCE_ACCESS,1
com.jceworld.kalkalkal.permission.C2D_MESSAGE,1
com.jceworld.rulethepost.permission.C2D_MESSAGE,1
com.jcubei.mediaspider.permission.C2D_MESSAGE,1
com.jeanmarcmorandini.permission.C2D_MESSAGE,1
com.jee.gainweightguide.permission.C2D_MESSAGE,1
com.jee.windows.permission.C2D_MESSAGE,1
com.jef2014.kcorp.permission.C2D_MESSAGE,1
com.jef2014.kcorp.permission.MAPS_RECEIVE,1
com.jefftharris.passwdsafe.client.provider.permission.ACCESS,1
com.jefftharris.passwdsafe.sync.provider.permission.ACCESS,1
com.jehad4t.tplus.permission.C2D_MESSAGE,1
com.jeje.android.jejerowalite.permission.C2D_MESSAGE,1
com.jelli.radio.permission.C2D_MESSAGE,1
com.jeon.blackbox.permission.INTERNAL,1
com.jerasoftware.funsounds.permission.C2D_MESSAGE,1
com.jewishexponent.droid.jexponent.permission.C2D_MESSAGE,1
com.jibbapp.wandg.permission.C2D_MESSAGE,1
com.jibbapp.wandg.permission.UA_DATA,1
com.jigsawschoolapps.android.westgreen.permission.C2D_MESSAGE,1
com.jigsawschoolapps.android.yewtree.permission.C2D_MESSAGE,1
com.jistar.jistar_01_41.permission.C2D_MESSAGE,1
com.jiubang.goscreenlock.theme.ultralocktheme.permission.C2D_MESSAGE,1
com.jiuzhangtech.arena.permission.C2D_MESSAGE,1
com.jjworx.gsnd.permission.MAPS_RECEIVE,1
com.jmv.frre.coneiq.permission.MAPS_RECEIVE,1
com.jnhstudio.tbs_AndroidApp.permission.C2D_MESSAGE,1
com.jnk20011.runningman_game.permission.C2D_MESSAGE,1
com.joaomgcd.permission.CHECK_JOAOMGCD_LICENSE,1
com.job.android.permission.MIPUSH_RECEIVE,1
com.jobrydevelopers.llc.permission.C2D_MESSAGE,1
com.jobstrac.permission.C2D_MESSAGE,1
com.jobstreet.jobstreet.permission.MAPS_RECEIVE,1
com.joe.email.permission.DELETE_MESSAGES,1
com.joe.email.permission.READ_ATTACHMENT,1
com.joe.email.permission.READ_MESSAGES,1
com.joe.email.permission.REMOTE_CONTROL,1
com.jomark3.ultimatedogquiz.permission.C2D_MESSAGE,1
com.joong1077.noriapp.permission.C2D_MESSAGE,1
com.josh.jagran.android.activity.hindi.permission.C2D_MESSAGE,1
com.jotform.permission.C2D_MESSAGE,1
com.jowieweb.VTP.permission.C2D_MESSAGE,1
com.joycity.zombiesruletheworld.permission.C2D_MESSAGE,1
com.joydesign.joy_01_25.permission.C2D_MESSAGE,1
com.joydesign.joy_01_31.permission.C2D_MESSAGE,1
com.joydesign.joy_02_10_n.permission.C2D_MESSAGE,1
com.joydesign1.joy_01_01.permission.C2D_MESSAGE,1
com.joydesign2.joy_02_27_n.permission.C2D_MESSAGE,1
com.joygame.loong.kr.google.permission.C2D_MESSAGE,1
com.jpwebs.jpwebs.ldl.permission.C2D_MESSAGE,1
com.jtscpgs2.permission.C2D_MESSAGE,1
com.juchaozhi.permission.JPUSH_MESSAGE,1
com.jukte.startup.permission.MAPS_RECEIVE,1
com.juleshalliday.interviewquestionsanswers.permission.C2D_MESSAGE,1
com.july.ndtv.permission.C2D_MESSAGE,1
com.jumbuck.jmbnotifier.permission.C2D_MESSAGE,1
com.jumbuck.pca.permission.C2D_MESSAGE,1
com.june.logoquiz.permission.C2D_MESSAGE,1
com.june.think.permission.C2D_MESSAGE,1
com.juneauyellowcab.droid.permission.C2D_MESSAGE,1
com.jungsup.thecall.permission.C2D_MESSAGE,1
com.jupitech.android.jemand.permission.C2D_MESSAGE,1
com.jupitee.horecaexpo.permission.C2D_MESSAGE,1
com.jupitee.horecaexpo.permission.MAPS_RECEIVE,1
com.jupitee.jasmine.permission.C2D_MESSAGE,1
com.jupitee.jasmine.permission.MAPS_RECEIVE,1
com.jurlissflowers.permission.C2D_MESSAGE,1
com.juseum.eatnplay2.permission.C2D_MESSAGE,1
com.juseum.eatnplay2.permission.MAPS_RECEIVE,1
com.justbytes.itechquiz.permission.C2D_MESSAGE,1
com.justdial.search.permission.C2D_MESSAGE,1
com.justsikh.onepiconeword.sikh.trivia.permission.C2D_MESSAGE,1
com.justwink.permission.C2D_MESSAGE,1
com.jwwin.permission.C2D_MESSAGE,1
com.jyk.phonecodi.permission.C2D_MESSAGE,1
com.k0900.noriapp.permission.C2D_MESSAGE,1
com.k3s.aap.permission.C2D_MESSAGE,1
com.k9761.noriapp.permission.C2D_MESSAGE,1
com.kab.channel66.permission.C2D_MESSAGE,1
com.kabbalahinfo.kabbalahquiz.permission.C2D_MESSAGE,1
com.kaishing.riva.permission.MAPS_RECEIVE,1
com.kaitenmail.adsupported.permission.READ_ATTACHMENT,1
com.kaitenmail.adsupported.permission.REMOTE_CONTROL,1
com.kaitenmail.permission.DELETE_MESSAGES,1
com.kakao.home.permission.READ_SETTINGS,1
com.kakao.talk.theme.V1,1
com.kakaom.kakaom_01_35.permission.C2D_MESSAGE,1
com.kakaom.kakaom_01_36.permission.C2D_MESSAGE,1
com.kakaom.kakaom_01_37.permission.C2D_MESSAGE,1
com.kakaom.kakaom_01_38.permission.C2D_MESSAGE,1
com.kakaom.kakaom_01_39.permission.C2D_MESSAGE,1
com.kakaom.kakaom_01_40.permission.C2D_MESSAGE,1
com.kakaom.kakaom_01_43.permission.C2D_MESSAGE,1
com.kakaom.kakaom_01_44.permission.C2D_MESSAGE,1
com.kakapo.bingo.permission.C2D_MESSAGE,1
com.kakapo.slotsfarm.permission.C2D_MESSAGE,1
com.kaleoapps.app1257155.permission.C2D_MESSAGE,1
com.kaleoapps.app1316445.permission.C2D_MESSAGE,1
com.kaleoapps.app1491178.permission.C2D_MESSAGE,1
com.kaleoapps.app1588428.permission.C2D_MESSAGE,1
com.kaosu.i.battery.two.one.permission.C2D_MESSAGE,1
com.kaut.localtv.permission.C2D_MESSAGE,1
com.kaw789.sameporking.permission.C2D_MESSAGE,1
com.kaw789.tattoo.permission.C2D_MESSAGE,1
com.kayac.ongksri.permission.C2D_MESSAGE,1
com.kayosystem.notifymenu.permissin.WRITE_APP,1
com.kaz.eblm.permission.MAPS_RECEIVE,1
com.kb007.noriapp.permission.C2D_MESSAGE,1
com.kbcard.kbstoreowner.permission.C2D_MESSAGE,1
com.kbs.DokdoLive.permission.C2D_MESSAGE,1
com.kdvr.localtv.permission.C2D_MESSAGE,1
com.keaw.musicdrama.permission.C2D_MESSAGE,1
com.kenexa.permission.C2D_MESSAGE,1
com.keshubh.messageme.permission.C2D_MESSAGE,1
com.kevtec.melotterydroid.lite.permission.C2D_MESSAGE,1
com.kevtec.nhlotterydroid.lite.permission.C2D_MESSAGE,1
com.kevtec.vtlotterydroid.lite.permission.C2D_MESSAGE,1
com.kgp.kpaper.permission.C2D_MESSAGE,1
com.khalin.radiostation.permission.C2D_MESSAGE,1
com.kia.dorvalplatinekia.permission.C2D_MESSAGE,1
com.kickintheapp.TheBasement.permission.C2D_MESSAGE,1
com.kicksend.android.permission.C2D_MESSAGE,1
com.kicksend.android.permission.UA_DATA,1
com.kickyourapps.app112.permission.C2D_MESSAGE,1
com.kickyourapps.app200.permission.C2D_MESSAGE,1
com.kickyourapps.app375.permission.C2D_MESSAGE,1
com.kickyourapps.app405.permission.C2D_MESSAGE,1
com.kids.kidssection.permission.C2D_MESSAGE,1
com.kidsfoodinc.android_make_icepopssalonkf.permission.C2D_MESSAGE,1
com.kihi.chalisa.shiva.permission.C2D_MESSAGE,1
com.kindredprints.sdk.PHOTO_EXPORT,1
com.kingnet.ss.tw.permission.C2D_MESSAGE,1
com.kingpapyrus.kingpapyrus.permission.C2D_MESSAGE,1
com.kingster.mediaskies.xfx.permission.C2D_MESSAGE,1
com.kingster.mediaskies.xfx.permission.MAPS_RECEIVE,1
com.kirubs.apps.expotelecom.permission.C2D_MESSAGE,1
com.kirusa.instavoice.permission.C2D_MESSAGE,1
com.kirusa.instavoice.permission.MAPS_RECEIVE,1
com.kit.kantinemensacard.permission.MAPS_RECEIVE,1
com.kita.Prime93.permission.C2D_MESSAGE,1
com.kita.Prime93.permission.MAPS_RECEIVE,1
com.kita.RussellvillePoliceDepartment.permission.C2D_MESSAGE,1
com.kita.RussellvillePoliceDepartment.permission.MAPS_RECEIVE,1
com.kitapps.android.builder.nextgenerationtelecomssummitus.permission.C2D_MESSAGE,1
com.kiubemobile.jupiler.permission.C2D_MESSAGE,1
com.kiwi.enemylines.permission.C2D_MESSAGE,1
com.kiwiio.whatsappspy.permission.C2D_MESSAGE,1
com.kiwiple.mhk.permission.C2D_MESSAGE,1
com.kizuna.plusone.permission.C2D_MESSAGE,1
com.kizuna.plusone.permission.MAPS_RECEIVE,1
com.kj8100.noriapp.permission.C2D_MESSAGE,1
com.kkt.englishFinal.permission.C2D_MESSAGE,1
com.klab.lods.en.permission.C2D_MESSAGE,1
com.klabcyscorpions.masarap.permission.MAPS_RECEIVE,1
com.klever.klevershop.permission.C2D_MESSAGE,1
com.klinq.android.permission.C2D_MESSAGE,1
com.klinq.android.permission.MAPS_RECEIVE,1
com.km.TokaidoAS.permission.MAPS_RECEIVE,1
com.kocaeliotobus.bekir.permission.C2D_MESSAGE,1
com.kocom.android.homenet.permission.C2D_MESSAGE,1
com.koikatsu.android.dokidoki.kr.permission.C2D_MESSAGE,1
com.kolon.koreaopen.permission.C2D_MESSAGE,1
com.komastudios.penaltykicknew.permission.C2D_MESSAGE,1
com.komfo.mobile.permission.C2D_MESSAGE,1
com.komicamobilev1.permission.C2D_MESSAGE,1
com.komobile.im.ui.permission.C2D_MESSAGE,1
com.konsepmobile.dailydevotional.permission.C2D_MESSAGE,1
com.koranto.addin.permission.C2D_MESSAGE,1
com.koreadaily.android.permission.C2D_MESSAGE,1
com.koushikdutta.rommanager.permission.C2D_MESSAGE,1
com.koushikdutta.tabletsms.permission.C2D_MESSAGE,1
com.kpoptube.permission.C2D_MESSAGE,1
com.kr.row.gp.permission.C2D_MESSAGE,1
com.krakk.android.permission.C2D_MESSAGE,1
com.kreactive.leparisienrssplayer.permission.C2D_MESSAGE,1
com.kreactive.planningtv.permission.C2D_MESSAGE,1
com.ksjp.cebudva.permission.C2D_MESSAGE,1
com.ksjp.cebudva.permission.MAPS_RECEIVE,1
com.ksjp.cebudvalegal.permission.C2D_MESSAGE,1
com.ksjp.cebudvalegal.permission.MAPS_RECEIVE,1
com.kt.simpleb.permission.GCM_REGISTER,1
com.ktdlm304.yrddt336.permission.C2D_MESSAGE,1
com.ktponline.permission.C2D_MESSAGE,1
com.kugou.fm.android.permission.ACCESS_KUGOU_SERVICE,1
com.kumkwat.hof.permission.C2D_MESSAGE,1
com.kun.cheapflightdealsku.permission.C2D_MESSAGE,1
com.kun.djmixture.permission.C2D_MESSAGE,1
com.kun.gelnailsku.permission.C2D_MESSAGE,1
com.kun.mobilemarketingku.permission.C2D_MESSAGE,1
com.kun.naildesignsgalleryku.permission.C2D_MESSAGE,1
com.kun.sciencedictionaryku.permission.C2D_MESSAGE,1
com.kungfupet.wasabi.ucweb.social.permission.C2D_MESSAGE,1
com.kuwait.homebites.permission.C2D_MESSAGE,1
com.kuwait.khadmatinew11.permission.C2D_MESSAGE,1
com.kuxun.scliang.hotel.permission.MIPUSH_RECEIVE,1
com.kuxun.scliang.huoche.permission.MIPUSH_RECEIVE,1
com.kwikit.wswanderersfan.permission.C2D_MESSAGE,1
com.kwrc.permission.C2D_MESSAGE,1
com.l.permission.C2D_MESSAGE,1
com.l1inc.iGolf.permission.MAPS_RECEIVE,1
com.l308.appbuilder.app19799.permission.C2D_MESSAGE,1
com.l308.appbuilder.app19799.permission.MAPS_RECEIVE,1
com.laVieEco.permission.C2D_MESSAGE,1
com.lafalafa.android.permission.C2D_MESSAGE,1
com.lafirma.solteiroesdoforro.permission.MAPS_RECEIVE,1
com.lagardere.apublic.permission.C2D_MESSAGE,1
com.lakeba.seniorscard.permission.MAPS_RECEIVE,1
com.lakshmi.stockmarket.permission.C2D_MESSAGE,1
com.lamido.android.permission.A4S_SEND,1
com.lamido.android.permission.C2D_MESSAGE,1
com.lamplightergames.garfieldstriviaparty.permission.C2D_MESSAGE,1
com.lanatinislam.permission.C2D_MESSAGE,1
com.landmarkbank.s1mobile.permission.MAPS_RECEIVE,1
com.languagefriendzy.permission.C2D_MESSAGE,1
com.laoitdev.hey.permission.C2D_MESSAGE,1
com.lapps2.nelsonmandelamadiba.permission.C2D_MESSAGE,1
com.lasafe2.permission.MAPS_RECEIVE,1
com.lastoda.android.permission.C2D_MESSAGE,1
com.lastoda.android.permission.MAPS_RECEIVE,1
com.lastprojects111.kirawaretest.permission.C2D_MESSAGE,1
com.lastprojects111.tsukiaerudotest.permission.C2D_MESSAGE,1
com.latedroid.juicedefender.permission.TOGGLE_MOBILE_DATA,1
com.latinojoel.pdimanager.permission.C2D_MESSAGE,1
com.latosoftware.vcnatvtem.permission.C2D_MESSAGE,1
com.lavellamobile.swissarmyapp.permission.C2D_MESSAGE,1
com.lavoz.permission.C2D_MESSAGE,1
com.lawxy.singaporeroomst.permission.C2D_MESSAGE,1
com.layworld.laypuzzle.permission.C2D_MESSAGE,1
com.lazada.android.permission.A4S_SEND,1
com.lazada.android.permission.C2D_MESSAGE,1
com.lazysoft.jubpidprakreung.permission.C2D_MESSAGE,1
com.lcgc.news6tv.permission.C2D_MESSAGE,1
com.lcgc.news6tv.permission.UA_DATA,1
com.lcl.isic.maps.permission.MAPS_RECEIVE,1
com.lcl.isic.permission.C2D_MESSAGE,1
com.lcocreation.asway.permission.C2D_MESSAGE,1
com.lcocreation.asway.permission.MAPS_RECEIVE,1
com.lcocreation.bali_traveler.permission.C2D_MESSAGE,1
com.lcocreation.bali_traveler.permission.MAPS_RECEIVE,1
com.lcocreation.freecopymap.permission.C2D_MESSAGE,1
com.lcocreation.freecopymap.permission.MAPS_RECEIVE,1
com.lcocreation.island.permission.C2D_MESSAGE,1
com.lcocreation.island.permission.MAPS_RECEIVE,1
com.lcocreation.krorma.permission.C2D_MESSAGE,1
com.lcocreation.krorma.permission.MAPS_RECEIVE,1
com.lcocreation.la.permission.C2D_MESSAGE,1
com.lcocreation.la.permission.MAPS_RECEIVE,1
com.lcocreation.naviph.permission.C2D_MESSAGE,1
