privName,PrivCount
m.noom.vierdriedrie.permission.C2D_MESSAGE,2
mobi.foo.asra3app.permission.C2D_MESSAGE,2
mobowski.candia.permission.C2D_MESSAGE,2
mok.android.permission.C2D_MESSAGE,2
my.com.ezcab.ezcab.permission.C2D_MESSAGE,2
mynet.finans.mobile.permission.C2D_MESSAGE,2
nanonet.ceragioli.permission.C2D_MESSAGE,2
nanonet.ceragioli.permission.MAPS_RECEIVE,2
ndroid.permission.REORDER_TASKS,2
net.aplicativa.coopeservidores.permission.MAPS_RECEIVE,2
net.appeat.dogdrip.permission.C2D_MESSAGE,2
net.appshot.project.dialdesign.permission.MAPS_RECEIVE,2
net.ays.PROD384804F.permission.C2D_MESSAGE,2
net.bluumi.ClinicaDentalBurdeos.permission.C2D_MESSAGE,2
net.bluumi.GiantCastellana100.permission.C2D_MESSAGE,2
net.cachapa.libra.permission.C2D_MESSAGE,2
net.eduwill.ddakpul.gongin.permission.C2D_MESSAGE,2
net.eduwill.ddakpul.gongmuwon.permission.C2D_MESSAGE,2
net.giosis.shopping.sg.permission.C2D_MESSAGE,2
net.inverline.bancosabadell.officelocator.activobank.permission.C2D_MESSAGE,2
net.lovoo.android.permission.C2D_MESSAGE,2
net.lovoo.android.permission.LOVOO,2
net.magtoapp.viewer.endotoday.permission.C2D_MESSAGE,2
net.magtoapp.viewer.endotoday.permission.MAPS_RECEIVE,2
net.magtoapp.viewer.ninemonth.permission.C2D_MESSAGE,2
net.magtoapp.viewer.ninemonth.permission.MAPS_RECEIVE,2
net.magtoapp.viewer.stomatdetvozr.permission.C2D_MESSAGE,2
net.magtoapp.viewer.stomatdetvozr.permission.MAPS_RECEIVE,2
net.metaquotes.metatrader4.permission.C2D_MESSAGE,2
net.metaquotes.metatrader4.permission.INTENTS,2
net.metaquotes.metatrader5.permission.C2D_MESSAGE,2
net.metaquotes.metatrader5.permission.INTENTS,2
net.mudokorea.movieappkrnoorihanwoo.permission.C2D_MESSAGE,2
net.myoji_yurai.myojiAndroid.permission.C2D_MESSAGE,2
net.myoji_yurai.myojiPassed.permission.C2D_MESSAGE,2
net.myoji_yurai.myojiSeat.permission.C2D_MESSAGE,2
net.namae_yurai.namaeKirakiraquiz.permission.C2D_MESSAGE,2
net.notify.notifymdm.permission.C2D_MESSAGE,2
net.notify.permission.NOVELL_CONFIGURE,2
net.powerandroid.axel.permission.MAPS_RECEIVE,2
net.sgoliver.android.permission.C2D_MESSAGE,2
net.sharewire.greetz.permission.C2D_MESSAGE,2
net.sjang.sail,2
net.sjang.sail.permission.C2D_MESSAGE,2
net.skyscreen.fatooosh.permission.C2D_MESSAGE,2
net.soti.mobicontrol.BACKUP_RESTORE,2
net.soti.mobicontrol.INSTALLER_BACKUP_RESTORE,2
net.tendy.twstk.permission.C2D_MESSAGE,2
nl.sanomamedia.android.nu.permission.C2D_MESSAGE,2
nl.wur.aid.permission.C2D_MESSAGE,2
org.TOL.OptionBit.permission.C2D_MESSAGE,2
org.apache.cordova.Sussex.permission.C2D_MESSAGE,2
org.dayup.gtask.key.CHECK,2
org.inforost.newsstand.ns.permission.C2D_MESSAGE,2
org.keke.player.permission.JPUSH_MESSAGE,2
org.kman.MDMAquaMail.Permissions.MANAGE_ACCOUNTS,2
org.kman.MDMAquaMail.Permissions.MANAGE_SETTINGS,2
org.koxx.k9ForPureWidget.permission.READ_MESSAGES,2
org.openintents.notepad.READ_PERMISSION,2
org.openintents.notepad.WRITE_PERMISSION,2
pl.k2.droidoaudioteka.CONNECTION_PERMISSION,2
pl.k2.droidoaudioteka.permission.C2D_MESSAGE,2
pl.tmobile.miboa.permission.C2D_MESSAGE,2
postprocessor.replaces.this.permission.C2D_MESSAGE,2
psmsds.swonsbch.permission.C2D_MESSAGE,2
pt.bancobpi.mobile.cards.permission.C2D_MESSAGE,2
push.lite.avtech.com.permission.C2D_MESSAGE,2
radio.maxima.app.permission.C2D_MESSAGE,2
radio.noventaeseisfm.app.permission.C2D_MESSAGE,2
ru.ipresspad.autoparad.permission.C2D_MESSAGE,2
ru.ipresspad.ecm.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.aura.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.aura.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.biskvit.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.biskvit.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.dfusion.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.dfusion.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.familyrestogroup.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.familyrestogroup.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.hamsa.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.hamsa.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.kofeinik.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.kofeinik.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.lagonaki.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.lagonaki.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.mango.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.mango.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.pizzamania.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.pizzamania.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.solfasol.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.solfasol.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.supara.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.supara.permission.MAPS_RECEIVE,2
ru.loyaltyplant.partner.yakor.permission.C2D_MESSAGE,2
ru.loyaltyplant.partner.yakor.permission.MAPS_RECEIVE,2
ru.mail.mailapp.permission.C2D_MESSAGE,2
ru.mail.mailnews.permission.C2D_MESSAGE,2
ru.mail.permission.auth.READ,2
ru.ok.android.permission.C2D_MESSAGE,2
ru.yandex.taxi.ORDER_NOTIFICATION,2
ru.yandex.taxi.permission.C2D_MESSAGE,2
schmalie.com.permission.MAPS_RECEIVE,2
se.feomedia.quizkampen.de.lite.permission.C2D_MESSAGE,2
se.feomedia.quizkampen.de.permission.READ,2
se.maginteractive.rumble.free.permission.C2D_MESSAGE,2
se.stockholmsmassan.fair116.permission.MAPS_RECEIVE,2
sh.geofence.tracker.tasker.permission.MAPS_RECEIVE,2
si.nkbm.bnk.android.permission.C2D_MESSAGE,2
si.progressus.kino.permission.MAPS_RECEIVE,2
sincntx.skin.permission.C2D_MESSAGE,2
sk.sme.android.reader.permission.C2D_MESSAGE,2
the.mastermind.free.permission.C2D_MESSAGE,2
tom.tamago.deluxe.hd.deluxe.hd.permission.C2D_MESSAGE,2
true,2
tw.com.cite.reader.permission.C2D_MESSAGE,2
tw.sayhi.myMessenger.permission.C2D_MESSAGE,2
uk.co.barclays.premierleague.permission.C2D_MESSAGE,2
uk.takeaway.android.permission.C2D_MESSAGE,2
us.irz.findme.permission.MAPS_RECEIVE,2
vecernjilistlite.institut.hr.permission.C2D_MESSAGE,2
vltrack.permission.MAPS_RECEIVE,2
x3.umsp.mobile.android.permission.C2D_MESSAGE,2
yardi.Android.WorkOrder.permission.MAPS_RECEIVE,2
za.co.telkom.android.data8ta.permission.MAPS_RECEIVE,2
za.co.telkom.android.residential.permission.C2D_MESSAGE,2
za.co.telkom.android.residential.permission.MAPS_RECEIVE,2
.googlemapsv2.permission.MAPS_RECEIVE,1
.package.permission.MAPS_RECEIVE,1
15,1
51zhangdan.permission.ACCESS_SAFEBOX_DATA,1
605895234441.permission.C2D_MESSAGE,1
@7F060003,1
@7F060004,1
@7F060005,1
@7F060006,1
@7F060020,1
@7F06002A,1
@7F06002B,1
@7F06002C,1
@7F06002D,1
@7F070099,1
@7F0700AA,1
@7F0800E7,1
@7F09019E,1
@7F0901A0,1
@7F0C034E,1
@7F0C034F,1
ACCESS_MOCK_LOCATION,1
ACTION_MEDIA_SCANNER_SCAN_FILE,1
Android.permission.CALL_PHONE,1
Android.permission.CHANGE_CONFIGURATION,1
FoursumAndroid.permission.C2D_MESSAGE,1
JohnMoore.AmpacheNET.PING,1
JohnMoore.AmpacheNET.STOP,1
KILL_BACKGROUND_PROCESSES,1
LOCATION_SERVICE,1
PACKAGE_NAME.permission.C2D_MESSAGE,1
WRITE_INTERNAL_STORAGE,1
ZGZsidustaxi4you,1
a2z.Mobile.Event2141.permission.C2D_MESSAGE,1
a2z.Mobile.Event2537.permission.C2D_MESSAGE,1
actus.appmodus.com.permission.C2D_MESSAGE,1
ae.economy.moeandroid22.permission.MAPS_RECEIVE,1
aiosoft.m4uskin.firstlove.permission.C2D_MESSAGE,1
air.A8NOCFORUM.permission.C2D_MESSAGE,1
air.Calcudoku.permission.C2D_MESSAGE,1
air.CatastreandoMobile.permission.C2D_MESSAGE,1
air.DawnOfTheSniperAndroid.permission.C2D_MESSAGE,1
air.Edge.FinancialDaily.permission.C2D_MESSAGE,1
air.FingerVsAxesAndroid.permission.C2D_MESSAGE,1
air.GoNola.debug.permission.C2D_MESSAGE,1
air.KrikitasCupApp.permission.C2D_MESSAGE,1
air.MysteriousUndergroundTombEscape.permission.C2D_MESSAGE,1
air.SameMartMain.permission.C2D_MESSAGE,1
air.TA8NOCFORUM.permission.C2D_MESSAGE,1
air.android.CatShopping.permission.C2D_MESSAGE,1
air.au.com.webcoda.fitapp.j4g.permission.C2D_MESSAGE,1
air.be.trendsco.vmf.permission.C2D_MESSAGE,1
air.be.well.test.permission.C2D_MESSAGE,1
air.co.catapultgames.donttapthewhiteballoons.permission.C2D_MESSAGE,1
air.com.Jamstar.JamstarAndroid.permission.C2D_MESSAGE,1
air.com.ace2three.mobile.permission.C2D_MESSAGE,1
air.com.afterisk.gcmdemo.permission.C2D_MESSAGE,1
air.com.akashalearning.formula.permission.C2D_MESSAGE,1
air.com.altamm.agames.rhshk.permission.C2D_MESSAGE,1
air.com.arcinteractive.NthFashion.permission.C2D_MESSAGE,1
air.com.asylumlabsinc.wpbingo.permission.C2D_MESSAGE,1
air.com.bleacherbuddyapp.bleacherbuddy.permission.C2D_MESSAGE,1
air.com.candyoyo.YoYoSuShiShop.permission.C2D_MESSAGE,1
air.com.cleanbrain.Inspector.permission.C2D_MESSAGE,1
air.com.come2play.backgammon.permission.C2D_MESSAGE,1
air.com.complexlabs.concursodibujo.permission.C2D_MESSAGE,1
air.com.cosmosnaver.navermedicinal.permission.C2D_MESSAGE,1
air.com.cossioinsurance.mobile.android.CIAMobileApp.permission.C2D_MESSAGE,1
air.com.cygame.mxy.tw.permission.JPUSH_MESSAGE,1
air.com.dreamaranis.braadkyaasjamiekan.permission.C2D_MESSAGE,1
air.com.dryginstudios.ifunface.permission.C2D_MESSAGE,1
air.com.echoboom.corporateexcellence.permission.C2D_MESSAGE,1
air.com.flaregames.wordon.permission.C2D_MESSAGE,1
air.com.flexibledevs.mydiprelite.permission.C2D_MESSAGE,1
air.com.foxyapp.world.cup.penalty.2014.permission.C2D_MESSAGE,1
air.com.games2win.kursicricket.permission.C2D_MESSAGE,1
air.com.generamobile.colormaniaguess.permission.C2D_MESSAGE,1
air.com.gila.android.permission.C2D_MESSAGE,1
air.com.goldengame.bacarat.cht.permission.C2D_MESSAGE,1
air.com.guok.MagicChristmasParty.permission.C2D_MESSAGE,1
air.com.hongyoun.and.popkonTV.permission.C2D_MESSAGE,1
air.com.innogames.staemme.permission.C2D_MESSAGE,1
air.com.iscreen.panda.permission.C2D_MESSAGE,1
air.com.jogatina.connectfour.permission.C2D_MESSAGE,1
air.com.jonasboye.asp14.permission.C2D_MESSAGE,1
air.com.kidsopia.stories.ro.permission.C2D_MESSAGE,1
air.com.lazyland.agonia.permission.C2D_MESSAGE,1
air.com.luxverify.app.gcmdemo.permission.C2D_MESSAGE,1
air.com.ma.sixGear.permission.C2D_MESSAGE,1
air.com.masque.WorldClassCasino.permission.C2D_MESSAGE,1
air.com.ns804.SurvivorMorads.permission.C2D_MESSAGE,1
air.com.ns804.eventsApp.permission.C2D_MESSAGE,1
air.com.ntreev.bm.mobile.permission.C2D_MESSAGE,1
air.com.okwo.BratzBabyCare.permission.C2D_MESSAGE,1
air.com.on.ArrangeSupermarket.permission.C2D_MESSAGE,1
air.com.pacific.enterprises.fruitland.permission.C2D_MESSAGE,1
air.com.pinpinteam.pyrojump.permission.C2D_MESSAGE,1
air.com.playstation.dokidoki.permission.C2D_MESSAGE,1
air.com.playtasy.ninjazet-cn.permission.C2D_MESSAGE,1
air.com.playtika.slotomania.permission.C2D_MESSAGE,1
air.com.power102fm.app.permission.C2D_MESSAGE,1
air.com.raikiri.blazeofblood.permission.C2D_MESSAGE,1
air.com.raoncomz.weatherTest.debug.permission.C2D_MESSAGE,1
air.com.rekoo.mjws.afreecatv.permission.C2D_MESSAGE,1
air.com.sgn.cookiejam.gp.permission.C2D_MESSAGE,1
air.com.sgn.juicejam.gp.permission.C2D_MESSAGE,1
air.com.terresoft.summonwars.ex.permission.C2D_MESSAGE,1
air.com.terresoft.summonwars.google.permission.C2D_MESSAGE,1
air.com.townplanner.mobile.permission.C2D_MESSAGE,1
air.com.turbonuke.sportsbikechallenge.permission.C2D_MESSAGE,1
air.com.uann.PrepareForTheOutward.permission.C2D_MESSAGE,1
air.com.vistabusiness.clairesalon2.permission.C2D_MESSAGE,1
air.com.voyagercosmos.medicinal.permission.C2D_MESSAGE,1
air.com.witchhut.mobile.shopaholic.permission.C2D_MESSAGE,1
air.com.ykg.IceAndFirePandaAdventure.permission.C2D_MESSAGE,1
air.con.ns804.watermelon.permission.C2D_MESSAGE,1
air.edlll.com.a2xgames.A2XPuzzleKaKao.permission.C2D_MESSAGE,1
air.ejesapp.permission.C2D_MESSAGE,1
air.gr.digitanet.versus.permission.C2D_MESSAGE,1
air.it.treagles.Mathquiz.permission.C2D_MESSAGE,1
air.kgn.pushtheblocks.permission.C2D_MESSAGE,1
air.kr.co.hautemanager.permission.C2D_MESSAGE,1
air.minna.live.permission.C2D_MESSAGE,1
air.net.endemolgames.flyingteddy.permission.C2D_MESSAGE,1
air.net.yamago.Hilomi.permission.C2D_MESSAGE,1
air.nl.cnv.tools.permission.C2D_MESSAGE,1
air.nl.detoekomst.CenterParcs.permission.C2D_MESSAGE,1
air.nl.tno.balanceit.permission.C2D_MESSAGE,1
air.nu.strafwerk.psv.permission.C2D_MESSAGE,1
air.org.computer.confprog.stc.permission.C2D_MESSAGE,1
air.pl.cubeinvestments.fathamster.permission.C2D_MESSAGE,1
air.radiotev.permission.C2D_MESSAGE,1
air.ru.crazypanda.wpcm.permission.C2D_MESSAGE,1
air.ru.friendlyorange.bsm.permission.C2D_MESSAGE,1
air.ru.friendlyorange.fruityjam.permission.C2D_MESSAGE,1
air.ru.friendlyorange.plinkandpopadventures.permission.C2D_MESSAGE,1
air.testnotif.permission.C2D_MESSAGE,1
air.timuzsolutions.carracing.permission.C2D_MESSAGE,1
air.timuzsolutions.desertrage.permission.C2D_MESSAGE,1
air.timuzsolutions.devilsride.permission.C2D_MESSAGE,1
air.timuzsolutions.monsterridehd.permission.C2D_MESSAGE,1
air.timuzsolutions.piranhareturns.permission.C2D_MESSAGE,1
air.timuzsolutions.triggerdown.permission.C2D_MESSAGE,1
air.timuzsolutions.waterracing.permission.C2D_MESSAGE,1
air.tw.com.bonuswinner.rhstw.permission.C2D_MESSAGE,1
air.uk.org.het.seventyvoices.permission.C2D_MESSAGE,1
air.zodiac.war.saga.permission.JPUSH_MESSAGE,1
aju.talk.permission.C2D_MESSAGE,1
aju.talk.permission.MAPS_RECEIVE,1
alc.android.upromo_mr.permission.C2D_MESSAGE,1
america.hotels.booking.usa.hotel.off.san.francisco.california.united.states.permission.C2D_MESSAGE,1
and.pro.permission.C2D_MESSAGE,1
andorid.permission.GET_TASKS,1
andorid.permission.RUN_INSTRUMENTATION,1
androJC.comedoresugr.permission.MAPS_RECEIVE,1
androTrainDialogActivityid.permission.ACCESS_COARSE_LOCATION,1
androd.permission.READ_PHONE_STATE,1
android.MOUNT_UNMOUNT_FILESYSTEMS,1
android.Manifest.permission.ACCESS_COARSE_UPDATES,1
android.Manifest.permission.BROADCAST_WAP_PUSH,1
android.Manifest.permission.KILL_BACKGROUND_PROCESSES,1
android.READ_PHONE_STATE,1
android.Settings.Secure.ANDROID_ID,1
android.alarm.permission.SET_ALARM,1
android.android.permission.SET_ACTIVITY_WATCHER,1
android.browser.permission.READ_HISTORY_BOOKMARKS,1
android.browser.permission.WRITE_HISTORY_BOOKMARKS,1
android.hardware.camera.external,1
android.hardware.camera.flash,1
android.hardware.touchscreen,1
android.hardware.usb.host,1
android.intent.MOUNT_UNMOUNT_FILESYSTEMS,1
android.intent.action.ACTION_EXTERNAL_APPLICATIONS_AVAILABLE,1
android.intent.action.ACTION_POWER_CONNECTED,1
android.intent.action.ACTION_POWER_DISCONNECTED,1
android.intent.action.ACTION_SHUTDOWN,1
android.intent.action.GET_CONTENT,1
android.intent.action.HEADSET_PLUG,1
android.intent.action.MEDIA_MOUNTED,1
android.intent.action.QUICKBOOT_POWERON,1
android.intent.action.REBOOT,1
android.intent.action.SEND,1
android.intent.action.USER_PRESENT,1
android.net.wifi.WIFI_STATE_CHANGED,1
android.permcom.icr.shumaission.VIBRATE,1
android.permision.INSTALL_PACKAGES,1
android.permissiom.BATTERY_STATS,1
android.permission..READ_PHONE_STATE,1
android.permission.ACCESS_ALL_EXTERNAL_STORAGE,1
android.permission.ACCESS_AUDIO_FLINGER,1
android.permission.ACCESS_CACHE_FILESYS,1
android.permission.ACCESS_CACHE_FILESYSTEMS,1
android.permission.ACCESS_CHANGE_WIFI_MULTICAST_STATE,1
android.permission.ACCESS_COARASE_LOCATION,1
android.permission.ACCESS_COARES_LOCATION,1
android.permission.ACCESS_COARSE_LOCATIO,1
"android.permission.ACCESS_COARSE_LOCATION ",1
android.permission.ACCESS_COARSE_STORAGE,1
android.permission.ACCESS_CONTACTS,1
android.permission.ACCESS_CORASE_LOCATION,1
android.permission.ACCESS_FINE,1
android.permission.ACCESS_FINE.LOCATION,1
android.permission.ACCESS_FINE_LOCATOIN,1
android.permission.ACCESS_FINE_UPDATES,1
android.permission.ACCESS_GPS_STATE,1
android.permission.ACCESS_INTERNET,1
android.permission.ACCESS_IRDA,1
android.permission.ACCESS_LOCATION_UPDATES,1
android.permission.ACCESS_MEDIUM_LOCATION,1
android.permission.ACCESS_MOSE_LOCATION,1
android.permission.ACCESS_MTK_MMHW,1
android.permission.ACCESS_NETWORK_STAT,1
android.permission.ACCESS_NETWORK_STATE00,1
android.permission.ACCESS_Net,1
android.permission.ACCESS_PHONE_SUB_INFO,1
android.permission.ACCESS_WEB_PAGES,1
android.permission.ACCES_NETWORK_STATE,1
android.permission.ACCES_WIFI_STATE,1
android.permission.ACCESdS_FINE_LOCATION,1
android.permission.ACCOUNTS,1
android.permission.ACESS_COARSE_LOCATION,1
android.permission.ACESS_MOCK_LOCATION,1
android.permission.ACTION_CALL,1
android.permission.ACTION_CLOSE_SYSTEM_DIALOGS,1
android.permission.ACTION_MEDIA_MOUNTED,1
android.permission.ACTION_NEW_OUTGOING_CALL,1
android.permission.ACTION_PACKAGE_INSTALL,1
android.permission.ADMOB_ALLOW_LOCATION_FOR_ADS,1
android.permission.ALLOW_BROADCAST,1
android.permission.ASSESS_PHONE_STATE,1
android.permission.BATTERY_CHANGED,1
android.permission.BODY_SENSORS,1
android.permission.CALENDAR,1
android.permission.CALL_PRIVILEGES,1
android.permission.CAMERA_EXTENDED,1
android.permission.CELL_PHONE_MASTER_EX,1
android.permission.CESS_COARSE_LOCATION,1
android.permission.CHANGE_PHONE_STATE,1
android.permission.CHECK_LICENSE,1
android.permission.COARSE_LOCATION,1
android.permission.CONE,1
android.permission.CONFIGURE_SIPLMKT,1
android.permission.CONTROL_INCALL_EXPERIENCE,1
android.permission.DATE_CHANGED,1
android.permission.DIAL,1
android.permission.EMAIL,1
android.permission.FACTORY_TEST,1
android.permission.FLAG_GRANT_READ_URI_PERMISSION,1
android.permission.FLAG_GRANT_WRITE_URI_PERMISSION,1
android.permission.FLAG_SHOW_WHEN_LOCKED,1
android.permission.GET_APP_OPS_STATS,1
android.permission.GET_CLIPS,1
android.permission.GET_CONTACTS,1
android.permission.GET_CONTENT,1
android.permission.GET_PERMISSIONS,1
android.permission.GLOBAL_SEARCH_CONTROL,1
android.permission.GTALK,1
android.permission.HANDLE_HTTP_AUTH_REQUEST,1
android.permission.HOTKNOT,1
android.permission.IINTERNET,1
android.permission.INTERACT_ACROOS_USERS_FULL,1
android.permission.INTERACT_ACROSS_USER,1
android.permission.INTERNET.ACCESS_NETWORK_STATE,1
android.permission.INTRACT_ACROSS_USERS,1
android.permission.Intent.FLAG_GRANT_READ_URI_PERMISSION,1
android.permission.Intent.FLAG_GRANT_WRITE_URI_PERMISSION,1
android.permission.KILL_BACKGROUND_PROCESS,1
android.permission.KILL_BACKGROUND_PROCESSED,1
android.permission.KOR_GO_FIRE_REPORT,1
android.permission.LIGHTS,1
android.permission.LISTEN_DATA_ACTIVITY,1
android.permission.LISTEN_DATA_CONNECTION_STATE,1
android.permission.LOAD_ACTIVITY,1
android.permission.LOCALIZATION,1
android.permission.MAGNETOMETER,1
android.permission.MANAGE_ACCOUNT,1
android.permission.MANAGE_DEVICE_ADMINS,1
android.permission.MANAGE_NETWORK_POLICY,1
android.permission.MEDIA_MOUNTED_ACTION,1
android.permission.MODE_WORLD_READABLE,1
android.permission.MODE_WORLD_WRITEABLE,1
android.permission.MODIFY_AUDIO_SETTINS,1
android.permission.MODIFY_NETWORK_ACCOUNTING,1
android.permission.MODIFY_NETWORK_STATE,1
android.permission.MODIFY_WEB_SETTINGS,1
android.permission.MTWEAK_USER,1
android.permission.Menu_Name,1
android.permission.NO_SOFT_KEYS,1
android.permission.PACKAGE_REPLACED,1
android.permission.PEORDER_TASKS,1
android.permission.PHONE,1
android.permission.PHONE_CALLS,1
android.permission.PLAY_AUDIO,1
android.permission.POWER_LOCK,1
android.permission.PRIVILEGE,1
android.permission.PRIVILEGED,1
android.permission.PROCESS_OUTGOING_CALL,1
android.permission.READ,1
android.permission.READ_ALAMRS,1
android.permission.READ_CB_SMS,1
android.permission.READ_CLIPS,1
android.permission.READ_CLOCK,1
android.permission.READ_CONTACT,1
"android.permission.READ_CONTACTS,android.permission.WRITE_CONTACTS,android.permission.GET_ACCOUNTS",1
android.permission.READ_EXTERNAL_SOTRAGE,1
android.permission.READ_EXTERNAM_STORAGE,1
android.permission.READ_GSERVICES,1
android.permission.READ_INTERAL_STORAGE,1
android.permission.READ_OWER_DATA,1
android.permission.READ_OWNERDATA,1
"android.permission.READ_PHONE_STATE ",1
android.permission.READ_PHONEsettings.STATE,1
android.permission.READ_TING_MP3,1
android.permission.READ_ZAN_MP3,1
android.permission.REA_DEXTERNA_LSTORAGE,1
android.permission.REBOOT_IPO,1
android.permission.RECEIVE_BOOT_COMPLETE,1
android.permission.RECEIVE_CB_SMS,1
android.permission.RECIEVE_BOOT_COMPLETED,1
android.permission.RESET_PASSWORD_REQUIRE_ENTRY,1
android.permission.RREAD_PHONE_STATE,1
android.permission.RUN_JAVASCRIPT,1
android.permission.Read_,1
android.permission.RemoteService,1
android.permission.SCREEN_ON,1
android.permission.SENSOR_SERVICE,1
android.permission.SETWALLPAPER,1
android.permission.SMS_PHONE,1
android.permission.SOUND,1
android.permission.STATUS_BAR_SERVICE,1
android.permission.UPDATE_APP_OPS_STAT,1
android.permission.UPDATE_DEVICE,1
android.permission.USB,1
android.permission.USB_PERMISSION,1
android.permission.WAKE_LOC,1
android.permission.WEAK_LOCK,1
android.permission.WIFI_LOCK,1
android.permission.WIFI_STATE_CHANGED,1
android.permission.WINDOW_TYPE_ALERT,1
android.permission.WIPE_DATA,1
android.permission.WRIGHT_EXTERNAL_STORAGE,1
android.permission.WRITE_CLIPS,1
android.permission.WRITE_EXTERNALF_STORAGE,1
android.permission.WRITE_EXTERNALSTORAGE,1
android.permission.WRITE_EXTERNAL_CCESS_NETWORK_STATSTORAGE,1
"android.permission.WRITE_EXTERNAL_ST ORAGE",1
android.permission.WRITE_EXTERNAL_STATE,1
android.permission.WRITE_EXTERNAL_STRAGE,1
android.permission.WRITE_LOGS,1
android.permission.WRITE_OWER_DATA,1
android.permission.WRITE_SDCARD,1
android.permission.WRITE_TING_MP3,1
android.permission.WRITE_ZAN_MP3,1
android.permission._ACCESS_COARSE_LOCATION,1
android.permission._ACCESS_WIFI_STATE,1
android.permission._BLUETOOTH,1
android.permission._READ_PHONE_STATE,1
android.permission.air.MysteriousUndergroundTombEscape.permission.C2D_MESSAGE,1
android.permission.android.permission.ACCESS_FINE_LOCATION,1
android.permission.android.permission.MODIFY_AUDIO_SETTINGS,1
android.permission.autofocus,1
android.permission.internet,1
android.permission.morningletter.permission.C2D_MESSAGE,1
android.permission.oplebizidpntcclub.permission.C2D_MESSAGE,1
android.permission.sec.MDM_CALLING,1
android.permission.sec.MDM_LDAP,1
android.permission.sec.MDM_LICENSE_LOG,1
android.permission.sec.MDM_LOCKSCREEN,1
android.permission.serviceIBinder,1
android.permission.wr,1
android.permissions.INTERNET,1
android.permissions.READ_DATABASE,1
android.permissions.READ_PHONE_STATE,1
android.permisson.ACCESS_SUPERUSER,1
android.permisson.ACCESS_WIFI_STATE,1
android.permisssion.ACCESS_COARSE_LOCATION,1
android.permisssion.ACCESS_FINE_LOCATION,1
android.permisstion.READ_PHONE_STATE,1
android.persmission.STATUS_BAR,1
android.premission.SEND_SMS,1
android.privacy.WRITE_PRIVACY_SETTINGS,1
android.provider.MediaStore.ACTION_IMAGE_CAPTURE,1
android.provider.Settings.ACTION_LOCATION_SOURCE_SETTINGS,1
android.store.vending.BILLING,1
android.vending.BILLING,1
android0.permission.ACCESS_FINE_LOCATION,1
android:permission:ACCESS_FINE_LOCATION,1
androidpermission.WRITE_EXTERNAL_STORAGE,1
angies.app.permission.C2D_MESSAGE,1
angies.app.permission.MAPS_RECEIVE,1
anyangjeil.com.permission.C2D_MESSAGE,1
api.girondinsanalyse.permission.C2D_MESSAGE,1
app.Artronauction.permission.JPUSH_MESSAGE,1
app.angeldroid.famousplace.permission.MAPS_RECEIVE,1
app.desidime.permission.C2D_MESSAGE,1
app.mav.menetrend.permission.MAPS_RECEIVE,1
app.phoneapps4salons.technotan.permission.C2D_MESSAGE,1
app.picdump.android.permission.C2D_MESSAGE,1
app.radio.nova.permission.C2D_MESSAGE,1
app.radio102fm.permission.C2D_MESSAGE,1
app.radio98cb.virtues.permission.C2D_MESSAGE,1
app.radio_mundi.permission.C2D_MESSAGE,1
app.sociedade.am.permission.C2D_MESSAGE,1
app.tringshare.permission.C2D_MESSAGE,1
app16627.vinebre.permission.C2D_MESSAGE,1
app17313.vinebre.permission.C2D_MESSAGE,1
app25012.vinebre.permission.C2D_MESSAGE,1
appcls.srb.cococ.permission.C2D_MESSAGE,1
appinventor.ai_angusanalytics.AngusMobile.permission.C2D_MESSAGE,1
appinventor.ai_sameh.FastBird.permission.C2D_MESSAGE,1
appinventor.ai_sameh.PackageTracking.permission.C2D_MESSAGE,1
applock.whatsapp.plus.permission.C2D_MESSAGE,1
apply.airport.permission.C2D_MESSAGE,1
apply.dome1223.permission.C2D_MESSAGE,1
appradio.vale.permission.C2D_MESSAGE,1
apps.poboxes.com.permission.C2D_MESSAGE,1
apps.refine.amarone.permission.C2D_MESSAGE,1
apps.refine.bomba.permission.C2D_MESSAGE,1
apps.refine.bomba1.permission.C2D_MESSAGE,1
apps.refine.fortytwo.permission.C2D_MESSAGE,1
apps.refine.goldenmonkey.permission.C2D_MESSAGE,1
