avgUserRating,avgFileSize,avgAndroRisk,avgJavaFiles,avgClassFiles,avgJLint,avgCodingStandardDefectCount,avgLoC,avgCloneFragment,avgUnderPriv,avgOverpriv,avgPermissions
3.68,6526529.81,61.94,1255.75,1277.61,351.17,2662.81,137421.45,1133.0,3.26,2.91,7.21
